Sequence,Event,Timestamp,Score,Correct
0,red,0.5828850269317627,0,TRUE
0,red,0.350416899,1,TRUE
0,red,0.17098307609558105,1,TRUE
0,red,0.718282938,2,TRUE
0,red,0.10220026969909668,2,TRUE
0,green,0.23729586601257324,2,TRUE
0,red,0.518902063,3,TRUE
0,red,0.30727195739746094,3,TRUE
0,green,0.23920989036560059,3,TRUE
0,red,0.20249390602111816,3,TRUE
0,red,0.686082125,4,TRUE
0,red,0.13632583618164062,4,TRUE
0,green,0.20049571990966797,4,TRUE
0,red,0.2376880645751953,4,TRUE
0,red,0.10404300689697266,4,TRUE
0,red,2.082801103591919,5,TRUE
0,red,0.066236973,5,TRUE
0,green,0.30923008918762207,5,TRUE
0,red,0.20518279075622559,5,TRUE
0,red,0.13697290420532227,5,TRUE
0,green,0.20532011985778809,5,TRUE
0,red,0.6575310230255127,6,TRUE
0,red,0.271909237,6,TRUE
0,green,0.2738981246948242,6,TRUE
0,red,0.30593180656433105,6,TRUE
0,red,0.30251526832580566,6,TRUE
0,green,0.27621030807495117,6,TRUE
0,red,0.27379512786865234,6,TRUE
0,red,1.0650298595428467,7,TRUE
0,red,0.15305399894714355,7,TRUE
0,green,0.17020583152770996,7,TRUE
0,red,0.1693568229675293,7,TRUE
0,red,0.20649003982543945,7,TRUE
0,green,0.20503807067871094,7,TRUE
0,red,0.20633983612060547,7,TRUE
0,red,0.24118876457214355,7,TRUE
0,red,0.8589258193969727,8,TRUE
0,red,0.17079901695251465,8,TRUE
0,green,0.20534515380859375,8,TRUE
0,red,0.1708390712738037,8,TRUE
0,red,0.17026400566101074,8,TRUE
0,green,0.1700119972229004,8,TRUE
0,red,0.20769524574279785,8,TRUE
0,red,0.20514202117919922,8,TRUE
0,yellow,0.2725529670715332,8,TRUE
0,red,1.0244081020355225,9,TRUE
0,red,0.13686800003051758,9,TRUE
0,green,0.17592072486877441,9,TRUE
0,red,0.20509815216064453,9,TRUE
0,red,0.13713884353637695,9,TRUE
0,green,0.17041921615600586,9,TRUE
0,red,0.17127013206481934,9,TRUE
0,red,0.17058920860290527,9,TRUE
0,yellow,0.2724940776824951,9,TRUE
0,green,0.23807573318481445,9,TRUE
0,red,0.7877829074859619,10,TRUE
0,red,0.066910982,10,TRUE
0,green,0.13602399826049805,10,TRUE
0,red,0.1362769603729248,10,TRUE
0,red,0.13531804084777832,10,TRUE
0,green,0.1377270221710205,10,TRUE
0,red,0.13562393188476562,10,TRUE
0,red,0.23932790756225586,10,TRUE
0,yellow,0.23523616790771484,10,TRUE
0,green,0.16830730438232422,10,TRUE
0,green,0.13329505920410156,10,TRUE
0,red,0.8602261543273926,11,TRUE
0,red,0.17386293411254883,11,TRUE
0,green,0.16746997833251953,11,TRUE
0,red,0.1698312759399414,11,TRUE
0,red,0.2076730728149414,11,TRUE
0,green,0.17099690437316895,11,TRUE
0,red,0.205657959,11,TRUE
0,red,0.23917222023010254,11,TRUE
0,yellow,0.171295166,11,TRUE
0,green,0.16933774948120117,11,TRUE
0,green,0.17087578773498535,11,TRUE
0,green,0.2057192325592041,11,TRUE
0,red,0.7214040756225586,12,TRUE
0,red,0.13527607917785645,12,TRUE
0,green,0.10014986991882324,12,TRUE
0,red,0.1338801383972168,12,TRUE
0,red,0.17185282707214355,12,TRUE
0,green,0.20701122283935547,12,TRUE
0,red,0.16983699798583984,12,TRUE
0,red,0.2345590591430664,12,TRUE
0,yellow,0.23958492279052734,12,TRUE
0,green,0.17394709587097168,12,TRUE
0,green,0.1693861484527588,12,TRUE
0,green,0.1751410961151123,12,TRUE
0,red,0.20379090309143066,12,TRUE
0,red,0.8875887393951416,13,TRUE
0,red,0.034622907638549805,13,TRUE
0,green,0.13755011558532715,13,TRUE
0,red,0.13538193702697754,13,TRUE
0,red,0.1372087001800537,13,TRUE
0,green,0.1707468032836914,13,TRUE
0,red,0.17007112503051758,13,TRUE
0,red,0.13909101486206055,13,TRUE
0,yellow,0.16846799850463867,13,TRUE
0,green,0.16852092742919922,13,TRUE
0,green,0.13507294654846191,13,TRUE
0,green,0.2052922248840332,13,TRUE
0,red,0.23634624481201172,13,TRUE
0,yellow,0.1703801155090332,13,TRUE
0,red,0.7549479007720947,14,TRUE
0,red,0.10092997550964355,14,TRUE
0,green,0.17136788368225098,14,TRUE
0,red,0.1686699390411377,14,TRUE
0,red,0.1352238655090332,14,TRUE
0,green,0.17309880256652832,14,TRUE
0,red,0.20528602600097656,14,TRUE
0,red,0.17150306701660156,14,TRUE
0,yellow,0.20586204528808594,14,TRUE
0,green,0.17411470413208008,14,TRUE
0,green,0.17120790481567383,14,TRUE
0,green,0.2051992416381836,14,TRUE
0,red,0.16904306411743164,14,TRUE
0,yellow,0.20400094985961914,14,TRUE
0,yellow,0.2053368091583252,14,TRUE
0,red,0.6871860027313232,15,TRUE
0,red,0.034839153,15,TRUE
0,green,0.13506197929382324,15,TRUE
0,red,0.17006206512451172,15,TRUE
0,red,0.10270476341247559,15,TRUE
0,green,0.17228293418884277,15,TRUE
0,red,0.17113709449768066,15,TRUE
0,red,0.13678288459777832,15,TRUE
0,yellow,0.17202019691467285,15,TRUE
0,green,0.1722259521484375,15,TRUE
0,green,0.1361558437347412,15,TRUE
0,green,0.17255425453186035,15,TRUE
0,red,0.20668482780456543,15,TRUE
0,yellow,0.17130303382873535,15,TRUE
0,blue,0.13854312896728516,15,FALSE
