Event,Timestamp,Score
blue,2.7566258907318115,0
blue,0.5465500354766846,1
red,0.43735814094543457,1
blue,1.1578819751739502,2
red,0.6770279407501221,2
green,0.4440340995788574,2
blue,0.6470327377319336,3
red,0.6093549728393555,3
green,0.8487176895141602,3
green,0.5099301338195801,3
blue,1.599912166595459,4
red,0.6425590515136719,4
green,0.6793668270111084,4
green,0.5420010089874268,4
blue,1.0167620182037354,4
blue,1.4611830711364746,5
red,0.7135469913482666,5
green,1.1172130107879639,5
green,0.5443923473358154,5
blue,0.6781301498413086,5
yellow,1.1563420295715332,5
blue,1.3623762130737305,6
red,0.6802268028259277,6
green,0.7454102039337158,6
green,0.4444899559020996,6
blue,0.5772979259490967,6
yellow,0.5073418617248535,6
yellow,0.4426000118255615,6
blue,2.6207098960876465,7
red,0.9149858951568604,7
green,0.7448508739471436,7
green,0.577599287033081,7
blue,0.6801457405090332,7
yellow,0.7798061370849609,7
yellow,1.7328708171844482,7
green,0.7763309478759766,7
blue,2.5522780418395996,8
red,1.891563892364502,8
green,0.7806360721588135,8
green,0.5414941310882568,8
blue,1.694282054901123,8
yellow,0.7819728851318359,8
yellow,0.6450560092926025,8
green,0.7443029880523682,8
blue,1.964859962463379,8
blue,2.4700779914855957,9
red,0.9199132919311523,9
green,1.9043190479278564,9
green,0.44147682189941406,9
blue,0.6730508804321289,9
yellow,2.4825057983398438,9
yellow,0.5071067810058594,9
green,0.7120280265808105,9
blue,0.9188520908355713,9
yellow,1.7642741203308105,9
blue,1.531851053237915,10
red,0.6422529220581055,10
green,0.6750962734222412,10
green,0.5440571308135986,10
blue,0.6456620693206787,10
yellow,1.3899540901184082,10
yellow,0.5103542804718018,10
green,0.6767270565032959,10
blue,0.5747940540313721,10
yellow,0.6112990379333496,10
blue,0.747222900390625,10
blue,1.874481201171875,11
red,0.5135941505432129,11
green,0.5777196884155273,11
green,0.44019198417663574,11
blue,0.5764610767364502,11
yellow,2.4022469520568848,11
yellow,0.9149367809295654,11
green,0.6113340854644775,11
blue,0.5416362285614014,11
yellow,0.5445849895477295,11
blue,0.5100159645080566,11
yellow,0.6416101455688477,11
blue,2.2416038513183594,12
red,0.5078048706054688,12
green,0.6772732734680176,12
green,0.4428098201751709,12
blue,0.6461358070373535,12
yellow,2.7826168537139893,12
yellow,1.5591559410095215,12
green,0.5767459869384766,12
blue,0.7836589813232422,12
yellow,0.5415291786193848,12
blue,0.5115180015563965,12
yellow,0.5081789493560791,12
