Event,Timestamp,Score,Correct
yellow,10.272611856460571,0,False
yellow,9.564778089523315,0,False
green,2.344222068786621,0,True
green,1.1274042129516602,1,True
yellow,2.062448740005493,1,True
green,1.2637629508972168,2,True
yellow,1.7958831787109375,2,True
green,1.5210607051849365,2,True
green,1.463137149810791,3,True
yellow,1.2198138236999512,3,True
green,1.0840861797332764,3,True
red,1.011239767074585,3,True
green,2.1049599647521973,4,True
yellow,1.0842540264129639,4,True
green,1.1104998588562012,4,True
red,1.1181230545043945,4,True
red,0.781019926071167,4,True
green,1.9319140911102295,5,True
yellow,1.1520121097564697,5,True
green,1.0780971050262451,5,True
red,1.251755714416504,5,True
red,0.7476260662078857,5,True
red,0.7425789833068848,5,True
green,1.4332759380340576,6,True
yellow,1.1861941814422607,6,True
green,1.1839637756347656,6,True
red,1.3512418270111084,6,True
red,0.7427549362182617,6,True
red,0.7078487873077393,6,True
green,1.0484497547149658,6,True
green,1.3910410404205322,7,True
yellow,1.2203106880187988,7,True
green,1.0515730381011963,7,True
red,1.3196418285369873,7,True
red,0.8086881637573242,7,True
red,0.745866060256958,7,True
green,1.1514108180999756,7,True
yellow,1.118340253829956,7,True
green,1.5965757369995117,8,True
yellow,0.9787497520446777,8,True
green,1.114441156387329,8,True
red,1.3177483081817627,8,True
red,0.748347282409668,8,True
red,0.740156888961792,8,True
green,1.0744190216064453,8,True
yellow,1.0486278533935547,8,True
green,0.9481847286224365,8,True
green,1.3638389110565186,9,True
yellow,1.1830658912658691,9,True
green,1.1137237548828125,9,True
red,1.3202950954437256,9,True
red,0.6452858448028564,9,True
red,0.672191858291626,9,True
green,1.0872440338134766,9,True
yellow,1.08138108253479,9,True
green,1.049842119216919,9,True
green,0.8485779762268066,9,True
green,1.429598331451416,10,True
yellow,1.1159541606903076,10,True
green,1.1874587535858154,10,True
red,1.4195928573608398,10,True
red,0.8087048530578613,10,True
red,0.8457169532775879,10,True
green,1.2847321033477783,10,True
yellow,1.113481044769287,10,True
green,1.049530267715454,10,True
green,0.811467170715332,10,True
red,4.609721899032593,10,False
blue,2.3407058715820312,0,True
blue,1.5630757808685303,1,True
yellow,0.917975664138794,1,True
blue,1.1574158668518066,2,True
yellow,0.9436039924621582,2,True
blue,0.9426097869873047,2,True
blue,1.2627029418945312,3,True
yellow,0.9453520774841309,3,True
blue,1.0847251415252686,3,True
red,0.984138011932373,3,True
blue,1.765564203262329,4,True
yellow,0.94464111328125,4,True
blue,0.979295015335083,4,True
red,1.08548903465271,4,True
blue,1.1172707080841064,4,True
blue,1.5966651439666748,5,True
yellow,1.0499839782714844,5,True
blue,1.0142338275909424,5,True
red,1.116152048110962,5,True
blue,1.1146214008331299,5,True
yellow,1.185662031173706,5,True
blue,1.6948637962341309,6,True
yellow,1.0791358947753906,6,True
blue,0.9461121559143066,6,True
red,1.0147700309753418,6,True
blue,1.0797388553619385,6,True
yellow,1.0491600036621094,6,True
blue,1.0508661270141602,6,True
blue,1.4297599792480469,7,True
yellow,1.0119788646697998,7,True
blue,1.0118799209594727,7,True
red,1.0486998558044434,7,True
blue,1.1123239994049072,7,True
yellow,1.0510368347167969,7,True
blue,1.07973313331604,7,True
red,1.148360013961792,7,True
blue,1.737288236618042,8,True
yellow,1.0493052005767822,8,True
blue,1.0476977825164795,8,True
red,1.149528980255127,8,True
blue,1.148202896118164,8,True
yellow,1.0833508968353271,8,True
blue,1.0824823379516602,8,True
red,1.1498920917510986,8,True
green,1.2548370361328125,8,True
blue,1.5654988288879395,9,True
blue,1.251363754272461,9,False
green,3.6955020427703857,0,True
green,1.3300600051879883,1,True
red,0.8757987022399902,1,True
green,1.3987970352172852,2,True
red,0.9115180969238281,2,True
green,0.9792840480804443,2,True
green,1.223161220550537,3,True
red,0.882472038269043,3,True
green,0.9841930866241455,3,True
red,1.0447618961334229,3,True
green,1.4276280403137207,4,True
red,0.911189079284668,4,True
green,1.0511901378631592,4,True
red,1.1081089973449707,4,True
yellow,1.2198221683502197,4,True
green,1.567396879196167,5,True
red,0.9804308414459229,5,True
green,1.0128800868988037,5,True
red,1.0158600807189941,5,True
yellow,1.0847818851470947,5,True
blue,0.8803787231445312,5,True
green,1.56052565574646,6,True
red,0.9484958648681641,6,True
green,1.0524680614471436,6,True
red,0.9819941520690918,6,True
yellow,1.0489680767059326,6,True
blue,1.0058810710906982,6,True
yellow,1.0142822265625,6,True
green,1.7655398845672607,7,True
red,0.9116480350494385,7,True
green,0.9819481372833252,7,True
red,1.2168700695037842,7,True
yellow,2.1644389629364014,7,True
blue,1.0101711750030518,7,True
yellow,1.0851080417633057,7,True
green,1.0782358646392822,7,True
green,1.4659538269042969,8,True
red,1.0175983905792236,8,True
green,1.11503267288208,8,True
red,1.0150279998779297,8,True
yellow,1.1129400730133057,8,True
blue,1.1192810535430908,8,True
yellow,1.2477359771728516,8,True
green,1.2184689044952393,8,True
yellow,1.3533461093902588,8,True
green,1.8712258338928223,9,True
red,0.9112942218780518,9,True
green,1.0795130729675293,9,True
red,1.1493439674377441,9,True
yellow,1.2182621955871582,9,True
blue,1.0166990756988525,9,True
yellow,1.1167519092559814,9,True
green,1.147820234298706,9,True
yellow,1.1176941394805908,9,True
blue,1.1864428520202637,9,True
green,1.9371469020843506,10,True
red,0.9136209487915039,10,True
green,0.9473690986633301,10,True
red,0.9803059101104736,10,True
yellow,1.1852989196777344,10,True
blue,1.0796122550964355,10,True
yellow,1.183854103088379,10,True
green,1.3168208599090576,10,True
yellow,1.7242929935455322,10,True
yellow,2.575326919555664,10,False
