Event,Timestamp,Score
green,1.3031418323516846,0
green,0.8209857940673828,1
yellow,0.5059921741485596,1
green,0.9612600803375244,2
yellow,0.5800039768218994,2
yellow,0.43904614448547363,2
green,1.2006709575653076,3
yellow,0.6088461875915527,3
yellow,0.4397401809692383,3
red,0.4739220142364502,3
green,0.890265941619873,4
yellow,0.5075359344482422,4
yellow,0.44475388526916504,4
red,0.4407377243041992,4
red,0.44207000732421875,4
green,1.8561170101165771,5
yellow,0.43610286712646484,5
yellow,0.442612886428833,5
red,0.4416041374206543,5
red,0.47576284408569336,5
red,0.4369847774505615,5
green,1.0269067287445068,6
yellow,0.4407920837402344,6
yellow,0.4430568218231201,6
red,0.4385957717895508,6
red,0.44232702255249023,6
red,0.4434199333190918,6
green,0.44148921966552734,6
green,1.020803689956665,7
yellow,0.44254112243652344,7
yellow,0.4404909610748291,7
red,0.4409339427947998,7
red,0.4419701099395752,7
red,0.4408748149871826,7
green,0.4433920383453369,7
yellow,0.43814587593078613,7
green,0.8534271717071533,8
yellow,0.44243907928466797,8
yellow,0.43788599967956543,8
red,0.43941807746887207,8
red,0.4415597915649414,8
red,0.4416961669921875,8
green,0.43979811668395996,8
yellow,0.43762683868408203,8
red,0.4418671131134033,8
green,1.0974628925323486,9
yellow,0.43839168548583984,9
yellow,0.44154810905456543,9
red,0.47300076484680176,9
red,0.43924999237060547,9
red,0.4437849521636963,9
green,0.4384009838104248,9
yellow,0.47771120071411133,9
red,0.4429748058319092,9
green,0.43953990936279297,9
green,0.9922332763671875,10
yellow,0.4400181770324707,10
yellow,0.44304585456848145,10
red,0.43775415420532227,10
red,0.44113993644714355,10
red,0.4400172233581543,10
green,0.44313812255859375,10
yellow,0.4399540424346924,10
