Event,Timestamp,Score
blue,0.9616379737854004,0
blue,0.7597880363464355,1
blue,0.5762679576873779,1
blue,0.961580753326416,2
blue,0.5432188510894775,2
red,0.6415832042694092,2
blue,0.6580147743225098,3
blue,0.6449720859527588,3
red,0.5759000778198242,3
yellow,0.5792679786682129,3
blue,0.9898550510406494,4
blue,0.612051248550415,4
red,0.5423171520233154,4
yellow,0.5753090381622314,4
red,0.5444269180297852,4
blue,0.9912068843841553,5
blue,0.645798921585083,5
red,0.6113972663879395,5
yellow,0.6118080615997314,5
red,0.5762538909912109,5
green,0.5764920711517334,5
yellow,1.2606120109558105,0
yellow,0.584481954574585,1
green,0.6102578639984131,1
yellow,1.1629009246826172,2
green,0.5063700675964355,2
yellow,0.5452637672424316,2
yellow,0.8553740978240967,3
green,0.543975830078125,3
yellow,0.5445141792297363,3
yellow,0.5427510738372803,3
yellow,0.9961018562316895,4
green,0.574131965637207,4
yellow,0.5769238471984863,4
yellow,0.5752511024475098,4
blue,0.7137081623077393,4
yellow,0.8188018798828125,5
green,0.6122193336486816,5
yellow,0.5755219459533691,5
yellow,0.5446579456329346,5
blue,0.507871150970459,5
yellow,0.5777900218963623,5
yellow,1.2250888347625732,6
green,0.5091371536254883,6
yellow,0.6107120513916016,6
yellow,0.6103167533874512,6
blue,0.5758888721466064,6
yellow,0.5757691860198975,6
blue,0.5784049034118652,6
yellow,0.9940648078918457,7
green,0.5766849517822266,7
yellow,0.609839677810669,7
yellow,0.5776379108428955,7
blue,0.6114239692687988,7
yellow,0.542349100112915,7
blue,0.6095411777496338,7
red,0.5773482322692871,7
yellow,1.4308500289916992,8
green,0.5744576454162598,8
yellow,0.6105198860168457,8
yellow,0.544154167175293,8
blue,0.6091649532318115,8
yellow,0.6086940765380859,8
blue,1.0857820510864258,8
red,0.6419861316680908,8
blue,1.0900418758392334,8
yellow,1.0950720310211182,9
green,0.6458420753479004,9
yellow,0.6469302177429199,9
yellow,0.5427281856536865,9
blue,0.6087329387664795,9
yellow,0.5751559734344482,9
blue,0.6429009437561035,9
red,0.6133010387420654,9
blue,0.6427040100097656,9
yellow,0.6419849395751953,9
yellow,1.3024988174438477,10
green,0.5399360656738281,10
yellow,0.5427961349487305,10
yellow,0.6088781356811523,10
blue,0.5779910087585449,10
yellow,0.6499772071838379,10
blue,0.6110677719116211,10
red,0.6098408699035645,10
blue,0.9170198440551758,10
yellow,0.6795001029968262,10
green,0.6432781219482422,10
yellow,1.1326930522918701,11
green,0.474855899810791,11
yellow,0.5464439392089844,11
yellow,0.5064430236816406,11
blue,0.5789918899536133,11
yellow,0.6100058555603027,11
blue,0.9505307674407959,11
red,0.6441888809204102,11
blue,1.6541919708251953,11
yellow,0.7767891883850098,11
