Event,Timestamp,Score,Correct
yellow,1.6637110710144043,0,True
yellow,0.9018051624298096,1,True
blue,0.5020110607147217,1,True
yellow,0.8093466758728027,2,True
blue,0.5042870044708252,2,True
yellow,0.507727861404419,2,True
yellow,0.6075539588928223,3,True
blue,0.5006709098815918,3,True
yellow,0.5393998622894287,3,True
red,0.46925806999206543,3,True
yellow,0.399428129196167,4,True
blue,1.1697437763214111,4,True
yellow,0.5335988998413086,4,True
red,1.0383038520812988,4,True
green,0.7044599056243896,4,True
yellow,1.1456522941589355,5,True
blue,0.5365321636199951,5,True
yellow,0.5727441310882568,5,True
red,0.5353908538818359,5,True
green,0.5360748767852783,5,True
blue,0.5743460655212402,5,True
yellow,1.0657908916473389,6,True
blue,0.5671138763427734,6,True
yellow,0.6021082401275635,6,True
red,0.540978193283081,6,True
green,0.5306971073150635,6,True
blue,0.5686039924621582,6,True
yellow,0.6388401985168457,6,True
yellow,1.3113250732421875,7,True
blue,0.5380721092224121,7,True
yellow,0.5722188949584961,7,True
red,0.5715649127960205,7,True
green,0.5397109985351562,7,True
blue,0.5365560054779053,7,True
yellow,0.6729731559753418,7,True
blue,0.6372261047363281,7,True
yellow,1.3801140785217285,8,True
blue,0.6383600234985352,8,True
yellow,0.6020810604095459,8,True
red,0.6403470039367676,8,True
green,0.6089842319488525,8,True
blue,0.6407091617584229,8,True
yellow,0.6400961875915527,8,True
blue,0.6053028106689453,8,True
red,0.6672148704528809,8,True
yellow,1.1512880325317383,9,True
blue,0.5733888149261475,9,True
yellow,0.6039390563964844,9,True
red,0.572300910949707,9,True
green,0.6045491695404053,9,True
blue,0.535984992980957,9,True
yellow,0.6336989402770996,9,True
blue,0.532977819442749,9,True
red,0.7080109119415283,9,True
red,0.977618932723999,9,True
yellow,1.1738049983978271,10,True
blue,0.5711901187896729,10,True
yellow,0.568051815032959,10,True
red,0.5980191230773926,10,True
green,0.5659971237182617,10,True
blue,0.5336458683013916,10,True
yellow,0.568946361541748,10,True
blue,0.5657470226287842,10,True
red,0.6031410694122314,10,True
red,0.6012551784515381,10,True
blue,0.6365141868591309,10,True
yellow,1.5015039443969727,11,True
blue,0.5355210304260254,11,True
yellow,0.6973569393157959,11,True
red,0.6075849533081055,11,True
green,0.5702610015869141,11,True
blue,0.5022330284118652,11,True
yellow,0.5732800960540771,11,True
blue,0.600006103515625,11,True
red,0.6355462074279785,11,True
red,0.6401379108428955,11,True
blue,0.5019128322601318,11,True
red,0.5374460220336914,11,True
yellow,2.682785987854004,12,True
blue,0.603989839553833,12,True
yellow,0.5337069034576416,12,True
red,0.6010723114013672,12,True
green,0.5704658031463623,12,True
blue,0.7684957981109619,12,True
yellow,0.6380960941314697,12,True
blue,0.6018781661987305,12,True
red,0.670828104019165,12,True
red,0.672374963760376,12,True
blue,0.6068370342254639,12,True
red,0.603442907333374,12,True
green,0.5676820278167725,12,True
yellow,1.4805450439453125,13,True
blue,0.5992329120635986,13,True
yellow,0.5696969032287598,13,True
red,0.5340011119842529,13,True
green,0.5700950622558594,13,True
blue,0.5048189163208008,13,True
yellow,0.5724530220031738,13,True
blue,0.5386271476745605,13,True
red,0.6024360656738281,13,True
red,0.5692007541656494,13,True
blue,0.6039001941680908,13,True
red,0.6047301292419434,13,True
green,0.6062960624694824,13,True
yellow,0.5740020275115967,13,True
yellow,1.2128939628601074,14,True
blue,0.5708081722259521,14,True
yellow,0.6039369106292725,14,True
red,1.2075707912445068,14,True
green,0.5749950408935547,14,True
blue,0.5396058559417725,14,True
yellow,0.5375361442565918,14,True
blue,0.5027430057525635,14,True
red,0.6391861438751221,14,True
red,0.5415859222412109,14,True
blue,0.5353798866271973,14,True
red,0.5337908267974854,14,True
green,0.6417281627655029,14,True
yellow,0.5009520053863525,14,True
blue,0.5404200553894043,14,True
yellow,1.3872933387756348,15,True
blue,0.5691649913787842,15,True
yellow,0.6064639091491699,15,True
red,0.6058750152587891,15,True
green,0.5376811027526855,15,True
blue,0.5369019508361816,15,True
yellow,0.5009968280792236,15,True
blue,0.668388843536377,15,True
red,0.6030268669128418,15,True
red,0.5699958801269531,15,True
blue,0.6031291484832764,15,True
red,0.6065189838409424,15,True
green,0.6055049896240234,15,True
yellow,0.6380589008331299,15,True
blue,4.337878942489624,15,True
yellow,1.3764960765838623,15,True
yellow,0.9051210880279541,16,True
blue,0.5702381134033203,16,True
yellow,0.6102399826049805,16,True
red,0.7403819561004639,16,True
green,0.606935977935791,16,True
blue,0.5700180530548096,16,True
yellow,1.0483729839324951,16,True
blue,0.5755698680877686,16,True
red,0.7083570957183838,16,True
red,0.8083698749542236,16,True
blue,1.4465792179107666,16,True
red,0.535534143447876,16,True
green,0.6060507297515869,16,True
yellow,0.5384812355041504,16,True
blue,0.5018539428710938,16,True
yellow,0.5346271991729736,16,True
blue,0.47068095207214355,16,True
yellow,1.5218570232391357,17,True
blue,0.5636191368103027,17,True
yellow,1.1756789684295654,17,True
red,0.5029220581054688,17,True
green,0.5374681949615479,17,True
blue,0.5052731037139893,17,True
yellow,0.5697770118713379,17,True
blue,0.5365679264068604,17,True
red,1.0125439167022705,17,True
red,0.7673289775848389,17,True
blue,0.5991761684417725,17,True
red,0.6390550136566162,17,True
green,0.5682201385498047,17,True
yellow,0.6055850982666016,17,True
blue,0.5739340782165527,17,True
yellow,0.641136884689331,17,True
blue,0.6044769287109375,17,True
yellow,0.6048438549041748,17,True
yellow,1.4100441932678223,18,True
blue,0.5418570041656494,18,True
yellow,0.6380622386932373,18,True
red,0.6039528846740723,18,True
green,0.49880504608154297,18,True
blue,0.5973010063171387,18,True
yellow,0.6701819896697998,18,True
