Event,Timestamp,Score
red,3.876236915588379,0
red,1.5019409656524658,1
green,0.5010490417480469,1
red,1.3811159133911133,2
green,0.4659841060638428,2
blue,0.4716799259185791,2
red,1.0800352096557617,3
green,0.46972084045410156,3
blue,0.43836212158203125,3
red,0.43549060821533203,3
red,0.8808720111846924,4
green,0.5347957611083984,4
blue,0.538902759552002,4
red,0.5001649856567383,4
green,0.5401709079742432,4
red,1.2775821685791016,5
green,0.5710551738739014,5
blue,0.5005497932434082,5
red,0.505112886428833,5
green,0.4684300422668457,5
red,0.5076611042022705,5
red,1.6507399082183838,6
green,0.5360569953918457,6
blue,0.5034129619598389,6
red,0.571793794631958,6
green,0.6704161167144775,6
red,1.1138558387756348,6
green,0.43589091300964355,6
red,1.2431271076202393,7
green,0.4325118064880371,7
blue,0.5357627868652344,7
red,0.6032829284667969,7
green,0.6058259010314941,7
red,0.5053057670593262,7
green,0.47063612937927246,7
yellow,0.5372281074523926,7
red,1.3167800903320312,8
green,0.5351459980010986,8
blue,0.5397119522094727,8
red,0.5679361820220947,8
green,0.6020805835723877,8
red,0.5992319583892822,8
green,0.5340921878814697,8
yellow,0.6016077995300293,8
red,0.5714869499206543,8
red,1.3150501251220703,9
green,0.5701460838317871,9
blue,0.49991512298583984,9
red,0.5726358890533447,9
green,0.6042087078094482,9
red,0.5695123672485352,9
green,1.8509109020233154,9
yellow,0.7747671604156494,9
red,0.6683568954467773,9
yellow,1.173902988433838,9
red,0.4065427780151367,10
